phi	TadV	TadVdiss	TadP	TadPdiss
0.87	2137.570936	0.000000	2600.383581	0.000000
0.88	2150.465553	0.000000	2615.743714	0.000000
0.89	2163.261989	0.000000	2630.986631	0.000000
0.90	2175.932195	0.000000	2646.064246	0.000000
0.91	2188.513237	0.000000	2661.026650	0.000000
0.92	2200.982074	0.000000	2675.873842	0.000000
0.93	2213.355736	0.000000	2690.554731	0.000000
0.94	2225.643241	0.000000	2705.146456	0.000000
0.95	2237.816537	0.000000	2719.598925	0.000000
0.96	2249.901671	0.000000	2733.910136	0.000000
0.97	2261.872596	0.000000	2748.128177	0.000000
0.98	2273.754357	0.000000	2762.201953	0.000000
0.99	2285.549961	0.000000	2776.166529	0.000000
1.00	2297.258405	2297.258657	2790.025913	2790.026221
1.01	2292.861352	2287.061958	2783.327645	2778.363672
1.02	2288.494354	2276.834934	2776.682474	2766.693263
1.03	2284.148394	2266.575934	2770.089399	2755.083892
1.04	2279.812453	2256.451439	2763.523373	2743.521612
1.05	2275.514581	2246.792652	2757.011447	2732.009815
1.06	2271.208695	2236.853223	2750.536588	2720.793359
1.07	2266.933865	2226.642100	2744.103806	2709.411474
1.08	2262.671058	2216.414109	2737.711098	2697.737862
1.09	2258.437304	2206.905372	2731.357461	2686.420061
1.10	2254.222584	2196.676384	2725.057924	2675.127721
1.11	2250.012874	2187.382023	2718.783432	2663.882531
1.12	2245.828210	2177.679590	2712.559032	2652.703022
1.13	2241.671597	2168.637854	2706.366690	2642.132103
1.14	2237.521997	2158.433976	2700.201399	2631.093089
1.15	2233.385421	2148.237404	2694.087200	2618.785265
1.16	2229.279902	2138.676007	2687.999050	2608.418723
1.17	2225.179392	2129.941704	2681.957986	2597.469664
1.18	2221.105931	2120.540389	2675.934954	2585.780985
1.19	2217.047498	2111.179400	2669.974037	2575.697715
1.20	2212.997080	2101.865140	2664.018129	2565.786148
1.21	2208.972709	2090.792995	2658.116319	2555.059502
1.22	2204.960360	2082.427724	2652.240558	2542.457658
1.23	2200.966045	2073.216192	2646.406873	2531.760174
1.24	2196.979744	2065.081403	2640.595229	2522.128634
1.25	2193.027505	2054.933424	2634.826664	2511.537578
1.26	2189.082279	2046.961480	2629.083145	2501.003931
1.27	2185.148074	2037.955000	2623.366675	2490.511110
1.28	2181.229898	2027.843300	2617.700297	2478.896211
1.29	2177.338771	2017.713026	2612.039930	2469.686263
1.30	2173.447644	2009.990257	2606.430657	2458.067315
1.31	2169.583567	2002.402898	2600.846429	2447.729791
1.32	2165.737523	1993.620221	2595.287247	2438.758164
1.33	2161.895487	1983.553071	2589.759123	2429.907218
1.34	2158.070481	1973.494938	2584.255042	2418.342308
1.35	2154.260503	1966.115466	2578.777009	2406.788320
1.36	2150.474569	1958.862055	2573.342055	2396.655184
1.37	2146.689637	1948.841145	2567.929141	2386.572626
1.38	2142.932756	1940.273504	2562.530253	2376.571436
1.39	2139.183890	1931.774836	2557.186466	2368.023164
1.40	2135.444041	1923.221628	2551.841676	2358.090562
1.41	2131.739255	1913.266792	2546.549985	2345.088851
1.42	2128.030463	1906.313600	2541.262300	2336.719296
1.43	2124.328683	1897.927064	2536.019698	2326.865579
1.44	2120.650947	1889.565162	2530.781104	2317.064019
1.45	2117.000261	1881.243504	2525.595607	2308.933572
1.46	2113.348572	1872.935555	2520.410109	2297.843834
1.47	2109.711912	1864.679617	2515.276707	2289.508996
1.48	2106.099295	1855.294248	2510.145309	2278.173731
1.49	2102.473655	1848.268787	2505.038957	2266.879127
1.50	2098.887086	1840.108361	2499.978689	2257.249410
1.51	2095.304525	1830.329115	2494.930443	2250.221360
1.52	2091.732983	1822.221921	2489.907243	2241.587553
1.53	2088.188492	1815.799244	2484.902076	2230.325702
1.54	2084.642998	1806.090598	2479.907929	2220.858765
1.55	2081.111530	1798.074620	2474.960869	2211.425438
1.56	2077.597093	1790.093644	2470.030839	2202.026226
1.57	2074.088668	1783.786992	2465.120847	2190.885889
1.58	2070.596271	1775.919843	2460.227885	2183.299746
1.59	2067.126917	1766.295686	2455.363977	2173.999786
1.60	2063.659567	1758.438767	2450.520105	2166.538563
1.61	2060.201233	1750.582512	2445.706289	2153.664349
1.62	2056.762935	1744.521634	2440.918520	2144.424019
1.63	2053.335658	1734.990708	2436.131753	2135.221373
1.64	2049.913390	1727.232439	2431.370032	2129.201405
1.65	2046.522179	1719.499725	2426.636362	2118.715069
1.66	2043.115941	1711.789633	2421.928740	2109.613412
1.67	2039.751779	1705.908338	2417.244160	2100.517411
1.68	2036.372590	1696.449336	2412.565591	2088.558643
1.69	2033.017445	1688.831821	2407.911066	2080.598667
1.70	2029.682337	1679.466062	2403.283591	2072.339186
1.71	2026.351236	1673.654655	2398.682163	2064.443517
1.72	2023.025144	1666.104856	2394.079734	2053.637210
1.73	2019.713078	1659.172416	2389.510365	2046.555917
1.74	2016.419045	1649.294423	2384.956024	2037.649912
1.75	2013.130021	1643.598131	2380.434743	2026.917724
1.76	2009.852018	1636.155745	2375.912461	2016.269143
1.77	2006.600062	1628.715179	2371.420233	2009.230435
1.78	2003.348106	1619.508343	2366.948042	2002.273405
1.79	2000.095148	1613.162943	2362.504905	1993.508889
1.80	1996.873247	1608.422133	2358.063771	1982.881200
1.81	1993.648340	1597.432898	2353.647682	1972.331268
1.82	1990.450484	1590.113001	2349.236603	1965.413930
1.83	1987.252627	1582.818367	2344.869605	1956.716784
1.84	1984.062784	1577.106029	2340.506614	1948.051697
1.85	1980.881959	1568.302154	2336.143624	1939.409536
1.86	1977.727181	1562.904582	2331.822710	1931.774482
1.87	1974.565390	1555.699660	2327.520831	1922.171105
1.88	1971.421632	1544.906931	2323.214945	1911.786522
1.89	1968.301918	1539.527653	2318.947128	1905.028492
1.90	1965.174190	1532.381639	2314.676306	1896.479588
1.91	1962.064494	1525.260260	2310.445557	1887.969521
1.92	1958.952795	1518.169046	2306.214809	1879.473524
1.93	1955.867144	1512.138976	2302.012111	1870.988136
1.94	1952.788505	1504.023284	2297.831455	1858.968034
1.95	1949.717881	1496.986244	2293.655807	1854.095817
1.96	1946.654270	1488.170576	2289.481161	1845.671492
1.97	1943.591661	1481.888210	2285.355605	1837.282873
1.98	1940.553096	1477.852704	2281.231051	1827.075471
1.99	1937.523547	1470.892598	2277.109502	1819.992309
2.00	1934.502013	1462.111073	2273.016005	1812.202090
2.01	1931.489496	1453.386005	2268.941542	1803.890753
2.02	1928.491004	1448.283466	2264.881106	1793.774315
2.03	1925.491511	1440.281887	2260.831689	1785.483411
2.04	1922.506043	1434.546342	2256.809322	1779.042469
2.05	1919.544619	1427.701541	2252.791964	1768.970752
2.06	1916.575180	1420.873036	2248.800654	1760.749517
2.07	1913.629786	1412.257388	2244.809344	1752.552250
2.08	1910.670366	1405.468587	2240.845083	1746.165801
2.09	1907.737995	1399.703060	2236.880823	1736.175962
2.10	1904.812637	1391.938964	2232.942610	1728.023188
2.11	1901.900303	1387.017787	2229.022430	1719.894086
2.12	1898.993980	1380.307336	2225.120283	1711.764229
2.13	1896.088659	1373.600468	2221.208118	1705.490373
2.14	1893.204376	1363.341480	2217.337028	1695.568394
2.15	1890.320094	1358.450721	2213.464936	1687.507950
2.16	1887.451841	1353.599475	2209.608874	1678.162516
2.17	1884.586593	1345.170409	2205.774852	1671.430215
2.18	1881.729360	1338.558913	2201.951850	1663.413244
2.19	1878.890160	1331.950260	2198.139868	1657.231857
2.20	1876.049958	1325.377195	2194.358944	1645.691385
