phi	TadV	TadVdiss	TadP	TadPdiss
0.81	2583.627893	0.000000	3148.616675	0.000000
0.82	2601.933420	0.000000	3170.483725	0.000000
0.83	2620.072642	0.000000	3192.181464	0.000000
0.84	2638.093648	0.000000	3213.682844	0.000000
0.85	2655.983413	0.000000	3235.015916	0.000000
0.86	2673.725909	0.000000	3256.179678	0.000000
0.87	2691.341171	0.000000	3277.164111	0.000000
0.88	2708.814173	0.000000	3297.976228	0.000000
0.89	2726.143913	0.000000	3318.628052	0.000000
0.90	2743.358441	0.000000	3339.102552	0.000000
0.91	2760.441729	0.000000	3359.408743	0.000000
0.92	2777.391773	0.000000	3379.559649	0.000000
0.93	2794.229612	0.000000	3399.550262	0.000000
0.94	2810.930199	0.000000	3419.396611	0.000000
0.95	2827.516577	0.000000	3439.060626	0.000000
0.96	2843.983737	0.000000	3458.579375	0.000000
0.97	2860.319657	0.000000	3477.957866	0.000000
0.98	2876.537359	0.000000	3497.172057	0.000000
0.99	2892.641855	0.000000	3516.245991	0.000000
1.00	2908.632141	2908.631942	3535.177665	3535.177307
1.01	2909.254281	2903.275605	3535.273841	3529.744713
1.02	2909.876420	2897.919924	3535.386047	3524.309272
1.03	2910.498560	2892.560450	3535.481221	3518.898526
1.04	2911.108677	2887.229192	3535.592425	3513.513405
1.05	2911.715789	2881.924852	3535.690604	3508.068612
1.06	2912.337929	2876.619405	3535.797801	3502.685305
1.07	2912.933018	2871.448140	3535.904997	3497.305249
1.08	2913.555158	2866.358071	3536.012193	3491.946270
1.09	2914.150248	2861.133481	3536.119390	3486.720664
1.10	2914.747341	2855.960083	3536.226586	3481.416324
1.11	2915.358461	2850.585682	3536.333782	3476.109892
1.12	2915.962567	2845.208871	3536.435970	3470.829874
1.13	2916.557657	2840.033592	3536.525133	3465.763105
1.14	2917.152747	2834.885935	3536.628322	3460.508198
1.15	2917.747837	2829.739141	3536.735518	3455.040131
1.16	2918.336916	2824.617576	3536.842715	3449.812426
1.17	2918.915976	2819.521672	3536.944902	3444.611180
1.18	2919.506057	2814.752362	3537.030058	3439.408312
1.19	2920.101147	2809.710404	3537.137254	3433.912291
1.20	2920.674196	2804.315699	3537.244450	3428.735110
1.21	2921.264277	2799.296155	3537.343632	3423.881866
1.22	2921.846343	2794.679080	3537.431793	3418.756738
1.23	2922.426406	2789.701305	3537.538990	3413.623281
1.24	2922.994446	2784.755625	3537.645184	3408.512008
1.25	2923.568497	2779.828221	3537.726333	3403.413307
1.26	2924.147558	2774.902040	3537.833529	3397.913419
1.27	2924.725617	2769.499148	3537.931709	3392.817126
1.28	2925.290652	2765.126798	3538.020872	3387.766035
1.29	2925.861697	2759.724407	3538.128069	3382.709329
1.30	2926.422725	2754.867087	3538.208215	3377.680043
1.31	2926.980747	2750.035863	3538.315412	3373.200648
1.32	2927.539771	2745.204907	3538.414593	3368.232136
1.33	2928.105808	2740.398840	3538.502755	3363.883631
1.34	2928.670842	2735.620144	3538.609951	3358.971830
1.35	2929.214839	2730.868417	3538.690098	3354.060881
1.36	2929.782879	2726.116284	3538.797294	3349.177085
1.37	2930.323870	2722.046194	3538.877441	3342.942102
1.38	2930.890908	2717.442292	3538.984637	3338.032762
1.39	2931.431899	2712.780338	3539.064784	3333.167243
1.40	2931.972890	2708.134593	3539.171981	3328.307319
1.41	2932.528908	2703.515695	3539.252127	3323.471669
1.42	2933.079918	2698.902466	3539.359324	3318.636194
1.43	2933.621910	2693.489599	3539.439471	3313.835770
1.44	2934.162901	2688.895139	3539.539654	3309.046802
1.45	2934.703892	2684.334878	3539.626814	3305.123082
1.46	2935.236868	2679.789068	3539.708964	3300.387589
1.47	2935.767841	2675.276314	3539.815159	3295.666150
1.48	2936.298813	2669.879015	3539.895305	3290.102752
1.49	2936.839804	2666.275812	3539.985471	3285.789439
1.50	2937.376787	2661.815601	3540.082649	3281.637594
1.51	2937.894736	2657.376919	3540.162795	3276.987103
1.52	2938.434725	2652.948192	3540.255966	3272.364651
1.53	2938.951672	2649.393904	3540.350138	3267.767610
1.54	2939.486652	2645.138912	3540.430285	3263.170018
1.55	2940.003598	2640.786387	3540.526461	3257.631587
1.56	2940.522549	2636.440995	3540.617628	3253.060416
1.57	2941.051518	2632.116398	3540.698777	3249.510424
1.58	2941.571470	2626.770190	3540.778924	3244.994099
1.59	2942.084409	2621.461524	3540.876102	3239.480313
1.60	2942.598351	2617.931467	3540.966267	3234.987925
1.61	2943.112292	2613.945748	3541.046414	3230.503086
1.62	2943.626233	2609.697638	3541.126560	3226.057319
1.63	2944.139173	2605.477471	3541.213720	3221.619470
1.64	2944.653114	2601.281914	3541.313904	3217.188044
1.65	2945.164050	2597.087673	3541.395052	3212.794078
1.66	2945.652945	2592.915429	3541.475199	3208.406414
1.67	2946.166887	2588.751546	3541.555346	3204.022131
1.68	2946.676821	2583.550966	3541.640502	3199.673003
1.69	2947.166718	2579.431976	3541.735676	3196.406536
1.70	2947.680659	2576.391524	3541.822836	3193.177618
1.71	2948.167551	2572.302786	3541.902982	3187.783936
1.72	2948.671474	2569.318989	3541.984131	3183.486814
1.73	2949.167382	2565.256797	3542.064278	3179.224574
1.74	2949.654274	2561.221257	3542.144425	3174.953221
1.75	2950.151184	2557.186971	3542.224571	3169.647946
1.76	2950.650098	2552.109149	3542.308726	3165.425156
1.77	2951.140997	2548.104725	3542.387871	3161.220439
1.78	2951.626887	2543.085665	3542.474028	3157.019959
1.79	2952.113778	2539.130358	3542.563192	3152.844386
1.80	2952.600670	2535.182772	3542.642337	3148.673036
1.81	2953.086560	2531.261920	3542.722483	3144.537848
1.82	2953.573452	2527.341831	3542.805636	3140.400789
1.83	2954.049323	2523.441513	3542.893797	3136.279171
1.84	2954.521188	2520.573297	3542.974946	3132.176201
1.85	2955.006076	2516.696615	3543.051085	3128.080649
1.86	2955.491966	2512.822216	3543.121214	3123.993696
1.87	2955.957819	2509.515433	3543.199357	3119.924058
1.88	2956.438699	2506.137413	3543.279504	3115.882276
1.89	2956.907558	2501.325345	3543.358649	3112.809459
1.90	2957.384432	2497.501340	3543.435790	3108.767281
1.91	2957.844274	2493.704633	3543.509926	3104.749873
1.92	2958.325155	2489.934588	3543.590072	3100.734214
1.93	2958.790006	2486.163800	3543.670219	3096.745172
1.94	2959.250850	2481.488268	3543.751368	3092.754785
1.95	2959.721712	2477.748333	3543.831515	3087.002464
1.96	2960.188567	2474.908287	3543.911661	3083.073596
1.97	2960.654421	2471.189102	3543.991808	3079.982298
1.98	2961.114263	2467.479150	3544.065944	3076.063741
1.99	2961.573103	2462.934825	3544.139078	3072.147992
2.00	2962.032945	2459.270734	3544.206201	3068.242736
2.01	2962.491786	2455.606492	3544.286348	3064.334500
2.02	2962.950626	2451.942627	3544.366494	3060.467182
2.03	2963.398446	2448.305090	3544.447643	3056.589581
2.04	2963.843261	2444.687539	3544.520777	3052.731998
2.05	2964.303103	2441.831610	3544.583893	3048.877176
2.06	2964.757936	2438.211131	3544.661034	3045.041354
2.07	2965.201749	2434.598954	3544.742182	3041.209557
2.08	2965.653577	2431.013998	3544.822329	3036.703437
2.09	2966.100395	2428.165604	3544.887449	3032.924264
2.10	2966.545210	2423.843715	3544.955573	3029.793528
2.11	2966.991026	2420.285674	3545.036722	3026.690077
2.12	2967.437845	2416.727080	3545.116869	3022.910497
2.13	2967.869635	2412.533994	3545.189001	3019.124217
2.14	2968.321463	2409.005973	3545.253118	3015.352702
2.15	2968.761268	2405.501025	3545.331261	3011.573259
2.16	2969.194061	2401.996032	3545.411408	3007.224816
2.17	2969.627856	2398.517751	3545.475526	3003.499329
2.18	2970.062652	2395.038962	3545.544652	2999.773082
2.19	2970.503459	2391.559153	3545.625801	2996.073405
2.20	2970.939257	2388.107578	3545.692924	2992.377862
