phi	TadV	TadVdiss	TadP	TadPdiss
1.35	2178.195340	1988.587408	2610.787637	2437.554598
1.36	2174.477531	1979.963710	2605.395761	2428.935210
1.37	2170.770742	1970.122058	2600.029934	2417.493995
1.38	2167.071967	1962.816047	2594.690154	2406.076968
1.39	2163.399241	1954.292422	2589.377424	2396.107472
1.40	2159.727516	1945.821677	2584.071706	2386.189551
1.41	2156.063806	1937.374438	2578.805060	2376.571950
1.42	2152.432154	1930.457603	2573.555445	2368.017384
1.43	2148.791487	1920.580751	2568.337889	2358.228531
1.44	2145.179872	1910.726052	2563.130352	2348.490829
1.45	2141.578275	1903.939585	2557.949864	2337.159328
1.46	2137.985696	1895.668876	2552.795423	2327.469919
1.47	2134.420165	1887.423171	2547.668032	2317.805229
1.48	2130.854635	1879.227563	2542.563684	2309.840708
1.49	2127.304132	1871.046630	2537.465346	2298.576749
1.50	2123.775670	1859.720599	2532.407082	2290.718332
1.51	2120.238191	1854.795926	2527.369856	2279.502471
1.52	2116.723754	1846.724092	2522.347658	2268.318175
1.53	2113.237369	1838.657992	2517.350506	2258.846043
1.54	2109.751985	1828.982640	2512.356359	2251.112785
1.55	2106.265600	1820.987799	2507.414307	2243.487918
1.56	2102.806264	1814.700326	2502.472256	2232.364494
1.57	2099.367967	1805.069607	2497.556252	2223.026182
1.58	2095.921655	1797.175574	2492.666296	2212.286962
1.59	2092.508404	1789.278874	2487.800384	2204.452652
1.60	2089.086136	1783.148619	2482.940483	2193.447563
1.61	2085.695926	1775.328970	2478.104626	2185.991015
1.62	2082.297703	1765.809225	2473.293815	2176.813723
1.63	2078.924525	1758.040288	2468.511056	2169.472903
1.64	2075.556356	1750.298712	2463.744325	2158.512161
1.65	2072.204216	1744.331675	2458.996630	2147.613088
1.66	2068.868106	1734.878518	2454.266968	2138.537997
1.67	2065.532998	1727.220545	2449.562351	2130.132705
1.68	2062.225941	1719.583831	2444.858736	2122.260475
1.69	2058.906862	1711.969231	2440.194193	2113.265666
1.70	2055.614833	1706.167667	2435.539668	2104.300596
1.71	2052.325809	1696.812597	2430.905180	2093.532115
1.72	2049.052814	1689.270191	2426.307760	2084.613793
1.73	2045.795849	1680.001924	2421.709338	2075.702004
1.74	2042.545897	1674.262540	2417.137965	2068.657558
1.75	2039.310972	1666.812700	2412.565591	2059.815467
1.76	2036.080055	1659.359849	2408.043308	2049.163699
1.77	2032.858154	1650.173199	2403.530042	2042.200753
1.78	2029.655288	1643.983463	2399.010765	2031.591572
1.79	2026.462440	1637.177384	2394.545587	2021.047145
1.80	2023.269592	1629.822838	2390.080409	2014.102506
1.81	2020.102792	1620.708099	2385.632262	2007.239264
1.82	2016.935992	1613.396699	2381.202149	1998.569199
1.83	2013.791232	1609.745466	2376.789066	1988.059326
1.84	2010.651482	1598.855840	2372.404035	1979.406836
1.85	2007.516741	1591.623120	2368.017000	1970.122834
1.86	2004.392018	1584.386024	2363.667033	1962.204179
1.87	2001.287331	1577.201700	2359.325081	1953.624098
1.88	1998.180641	1570.013868	2355.006171	1945.069448
1.89	1995.093988	1564.656366	2350.706295	1936.538300
1.90	1992.008337	1557.520154	2346.406420	1929.871600
1.91	1988.948733	1548.606734	2342.141609	1917.761526
1.92	1985.889129	1541.512800	2337.889822	1909.273858
1.93	1982.829526	1534.442025	2333.646049	1902.614581
1.94	1979.796972	1527.378459	2329.419308	1894.186260
1.95	1976.763416	1522.150495	2325.218614	1885.774277
1.96	1973.757911	1513.335172	2321.041965	1877.383669
1.97	1970.743390	1506.339156	2316.872328	1869.005860
1.98	1967.744898	1499.366020	2312.706699	1857.176568
1.99	1964.751415	1490.640177	2308.575132	1852.308266
2.00	1961.765948	1483.704683	2304.445568	1844.003044
2.01	1958.805526	1480.327672	2300.336042	1835.712272
2.02	1955.834083	1473.423598	2296.241543	1825.645732
2.03	1952.887687	1464.740408	2292.174093	1819.163007
2.04	1949.946300	1456.123071	2288.106643	1810.911343
2.05	1947.019940	1449.283638	2284.065242	1802.692909
2.06	1944.093580	1442.458348	2280.025843	1792.730839
2.07	1941.167221	1437.380421	2276.010489	1784.529402
2.08	1938.266909	1430.594897	2272.022185	1778.114248
2.09	1935.372608	1423.806795	2268.033880	1768.209514
2.10	1932.493335	1415.306812	2264.072625	1760.073144
2.11	1929.618068	1408.565719	2260.111370	1751.961437
2.12	1926.746810	1401.838659	2256.176162	1745.595736
2.13	1923.879558	1396.866132	2252.253979	1735.778311
2.14	1921.027334	1388.430634	2248.333799	1727.708090
2.15	1918.195147	1383.491865	2244.451689	1719.640577
2.16	1915.360956	1376.824033	2240.570581	1712.904665
2.17	1912.540791	1366.771758	2236.704500	1705.320124
2.18	1909.720626	1360.142687	2232.860460	1695.586248
2.19	1906.925507	1356.929840	2229.004397	1687.592124
2.20	1904.122373	1350.333995	2225.194419	1678.162251
